Number,Date,Sub-Channels,Comments,Sentiment,Sentan
1540,01/02/2024,Police Clearance Certificate,It would be much beett is we cound be notified on How many days it takes to get the center.,Happy,3
1541,01/02/2024,Police Clearance Certificate,Good,Happy,4
1542,01/02/2024,Police Clearance Certificate,smile,Happy,5
1543,01/02/2024,Police Clearance Certificate,Good,Happy,4
1544,01/02/2024,Bounced Cheque Report,"Easy to Access and Convenience. Thank you!",Happy,5
1545,01/02/2024,Police Clearance Certificate,Easy to us,Happy,5
1546,01/02/2024,Police Clearance Certificate,Good,Happy,4
1547,01/02/2024,night work permit,Best of the Best Service,Happy,5
1548,01/02/2024,night work permit,Otp is not recepted. After sedition time i received otp,Unhappy,1
1549,01/02/2024,Police Clearance Certificate,Thank you,Happy,5
1550,01/02/2024,Traffic Accident Report-  without Injuries,Thaanka,Happy,3
1551,01/02/2024,Police Clearance Certificate,Easy-to-ph,Happy,5
1552,01/02/2024,night work permit,Happy,Happy,5
1553,01/02/2024,Police Clearance Certificate,Thanks,Happy,5
1554,01/02/2024,Police Clearance Certificate,Service is Good & Very Swift,Happy,5
1555,01/02/2024,Police Clearance Certificate,Thank you for the Fast Responce,Happy,5
1556,01/02/2024,Police Clearance Certificate,Thank you so much Have a nice day sir maam,Happy,5
1557,01/02/2024,Police Clearance Certificate,smile,Happy,5
1558,01/02/2024,Police Clearance Certificate,Thanks,Neutral,5
1559,01/02/2024,Request for payment by instalment method of the amount of traffic violations,Happy Service,Happy,5
1560,01/02/2024,Certificate of Loss,Good,Happy,4
1561,01/02/2024,Police Clearance Certificate,Good Services,Happy,4
1562,01/02/2024,Police Clearance Certificate,Thanks for everything,Happy,5
1563,01/02/2024,Police Clearance Certificate,Great,Happy,5
1564,01/02/2024,Police Clearance Certificate,G,Happy,5
1565,01/02/2024,Police Clearance Certificate,nice,Happy,4
1566,01/02/2024,Police Clearance Certificate,R,Happy,5
1567,01/02/2024,night work permit,I card pay,Unhappy,5
1568,01/02/2024,Police Clearance Certificate,All good,Happy,5
1569,01/02/2024,Traffic Accident Report-  without Injuries,Thanks,Neutral,5
1570,01/02/2024,Police Clearance Certificate,Easy Operations and Navigation of Site.,Happy,5
1571,01/02/2024,Certificate of Loss,Clarity on Certificate,Neutral,4
1572,01/02/2024,Police Clearance Certificate,"Great If Receied IMMEDIOTELY, Thank You",Happy,5
1573,01/02/2024,Traffic Accident Report-  without Injuries,Ok,Happy,3
1574,01/02/2024,Certificate of Loss,Thank you,Happy,5
1575,01/02/2024,Traffic clearance certificate,Good Service,Happy,4
1576,01/02/2024,Police Clearance Certificate,Great Service,Happy,5
1577,01/02/2024,Traffic Accident Report - Unkown Party,3 Cars Account back to back,Happy,1
1578,01/02/2024,Police Clearance Certificate,"Easy and Fast Service from Dubai Police Thank you",Happy,5
1579,01/02/2024,Police Clearance Certificate,Good Service,Happy,4
1580,01/02/2024,Police Clearance Certificate,It s eary to use,Happy,3
1581,01/02/2024,Police Clearance Certificate,Speedy Response for Inquiry from the Team,Happy,4
1582,01/02/2024,Police Clearance Certificate,Vry Professional & Smooth Services,Happy,5
1583,01/02/2024,night work permit,I haad to do relat the steps many times due to technical issue with the web page !!,Unhappy,2
1584,01/02/2024,Police Clearance Certificate,All good,Happy,5
1585,31/01/2024,Police Clearance Certificate,Good and Easy,Happy,5
1586,31/01/2024,Certificate of Loss,Not Clear Communication on Certificate Issuance.,Neutral,1
1587,31/01/2024,Police Clearance Certificate,Amazing Dubai),Happy,5
1588,31/01/2024,"Submit complaints ( labor, economic crime, electronic crime)","Thank you and thank you for the UAE government, government and people, may God grant you success",Happy,5
1589,31/01/2024,Request for payment by instalment method of the amount of traffic violations,Your light is to provide for the purpose of the violations of the violations,Happy,4
1590,31/01/2024,Police Clearance Certificate,Easy Transaction,Happy,5
1591,31/01/2024,Police Clearance Certificate,There is a search option not just droP download,Happy,4
1592,31/01/2024,Traffic Accident Report-  without Injuries,Thank you very much,Happy,5
1593,31/01/2024,Police Clearance Certificate,na,Happy,3
1594,31/01/2024,Traffic Accident Report - Unkown Party,nice,Happy,4
1595,31/01/2024,Police Clearance Certificate,Good,Happy,4
1596,31/01/2024,Certificate of Loss,Easy Access,Happy,5
1597,31/01/2024,Certificate of Loss,Vry Good,Happy,4
1598,31/01/2024,detainee visit request,Thank you all,Happy,5
1599,31/01/2024,Certificate of Loss,Vry good.,Happy,4
1600,31/01/2024,Police Clearance Certificate,Good,Happy,4
1601,31/01/2024,Police Clearance Certificate,"Good work Good BLESS You Thank you",Happy,5
1602,31/01/2024,Certificate of Loss,Vry good.,Happy,4
1603,31/01/2024,Police Clearance Certificate,Happy,Neutral,5
1604,31/01/2024,Certificate of Loss,"List of ITEms Lost Cououl Have Been Discounted During Payment Process. Still Remain The Best",Happy,4
1605,31/01/2024,night work permit,It is find but a little bit lag in insisting eid of sub-colon. Thank you,Unhappy,3
1606,31/01/2024,Certificate of Loss,Thank you,Happy,5
1607,31/01/2024,Police Clearance Certificate,Good,Happy,4
1608,31/01/2024,Police Clearance Certificate,Happy to use your service,Happy,5
1609,31/01/2024,Traffic Accident Report - Unkown Party,Perfect,Happy,5
1610,31/01/2024,Police Clearance Certificate,Excellent and Professional Services,Happy,5
1611,31/01/2024,Police Clearance Certificate,Good,Happy,4
1612,31/01/2024,night work permit,Excellent Service,Happy,5
1613,31/01/2024,Police Clearance Certificate,Good Service,Happy,4
1614,31/01/2024,Police Clearance Certificate,Hood,Happy,5
1615,31/01/2024,night work permit,Thanks,Happy,5
1616,31/01/2024,Police Clearance Certificate,It was easy to use,Happy,4
1617,31/01/2024,Police Clearance Certificate,Online Processing Was Vry Easy and Fast,Happy,5
1618,31/01/2024,Police Clearance Certificate,Payment Not Confirm,Unhappy,1
1619,31/01/2024,Police Clearance Certificate,Nil,Happy,1
1620,31/01/2024,night work permit,Fast and Easy Access,Happy,5
1621,31/01/2024,Police Clearance Certificate,No Comment,Happy,1
1622,31/01/2024,Police Clearance Certificate,Conveniently Online Transaction. Thank you,Happy,5
1623,31/01/2024,Police Clearance Certificate,Thannk U,Happy,1
1624,31/01/2024,Police Clearance Certificate,Good Service,Happy,4
1625,31/01/2024,Police Clearance Certificate,Verry everyy and verbal platform,Happy,5
1626,31/01/2024,Police Clearance Certificate,Excellent,Happy,5
1627,31/01/2024,Police Clearance Certificate,JB,Happy,3
1628,31/01/2024,night work permit,Nice services,Happy,4
1629,31/01/2024,night work permit,Execllen,Happy,5
1630,31/01/2024,Traffic Accident Report-  without Injuries,Easy to use,Happy,5
1631,31/01/2024,Police Clearance Certificate,All is good,Happy,5
1632,31/01/2024,Police Clearance Certificate,Thank you,Happy,5
1633,31/01/2024,Traffic Accident Report-  without Injuries,Good,Happy,4
1634,31/01/2024,Police Clearance Certificate,Thank for the Quick Service.,Happy,5
1635,31/01/2024,Police Clearance Certificate,Nothing Else to say Excel The Service is the Best I have ever used,Happy,5
1636,31/01/2024,Certificate of To Whom It May Concern,Its really convention to use the Online Applications,Happy,4
1637,31/01/2024,Police Clearance Certificate,Thank you very much. I applying but I Don T Get the Confirmation. I Don T Known What is the Problem.,Unhappy,3
1638,31/01/2024,Certificate of Loss,None,Happy,1
1639,31/01/2024,night work permit,Perfect Website),Happy,5
1640,31/01/2024,Police Clearance Certificate,PLS We Need Urgently Certificate,Neutral,5
1641,31/01/2024,Certificate of Loss,Thank you for everything,Happy,5
1642,31/01/2024,Police Clearance Certificate,Verry Well,Happy,4
1643,31/01/2024,Traffic clearance certificate,Bitter,Happy,5
1644,31/01/2024,Police Clearance Certificate,All good,Happy,5
1645,31/01/2024,night work permit,Good Services,Happy,4
1646,31/01/2024,Police Clearance Certificate,Happy,Happy,5
1647,31/01/2024,Certificate of Loss,Thank you very much,Happy,5
1648,31/01/2024,Police Clearance Certificate,Thank you very much for the good service.,Happy,5
1649,31/01/2024,Police Clearance Certificate,Wrong Mobile Number Saved in my eid,Unhappy,1
1650,31/01/2024,Police Clearance Certificate,Thank you very much for a Quick service. Allah BLESS You All.,Happy,5
1651,31/01/2024,Certificate of Loss,Fabulous,Happy,5
1652,31/01/2024,Traffic Accident Report - Unkown Party,Easy Access,Happy,5
1653,31/01/2024,Police Clearance Certificate,Too Expective,Neutral,2
1654,31/01/2024,Police Clearance Certificate,Thanks,Happy,5
1655,31/01/2024,Police Clearance Certificate,Payment Cannot Go Throw,Unhappy,1
1656,31/01/2024,Police Clearance Certificate,Vry Good,Happy,4
1657,31/01/2024,Police Clearance Certificate,Dubai is the Best Place Allah Made for People to Live. Allah BLESS DUBAI Goovernment and Dubai Police. MASHA Alllah,Happy,5
1658,31/01/2024,Police Clearance Certificate,Amazing Dubai Police,Happy,5
1659,31/01/2024,Police Clearance Certificate,Easy Access,Happy,5
1660,31/01/2024,Police Clearance Certificate,Professional,Happy,5
1661,31/01/2024,Police Clearance Certificate,"Thank you for the speed of providing the transaction, distinguished from other websites of any other government agency, so thank you very much",Happy,5
1662,31/01/2024,Police Clearance Certificate,Payment Did Not Go Throw,Unhappy,1
1663,31/01/2024,Police Clearance Certificate,Happy,Happy,5
1664,31/01/2024,Police Clearance Certificate,Good Service,Happy,4
1665,31/01/2024,night work permit,Great Upgrade and Capacity for Uploading The Files Needed. Kudos,Happy,5
